,Unnamed: 0,callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1,altitude_1,latitude_2,longitude_2,altitude_2,ident,type,name,elevation_ft,iso_country,iso_region,municipality,iata_code,local_code,coordinates
16039,1733241,AAL1173,AA1173,ac96b8,N910AN,B738,KORD,7PS7,2019-01-26 02:54:50+00:00,2019-01-26 03:52:02+00:00,2019-01-26 00:00:00+00:00,41.95310948258739,-87.89918411609739,304.8,40.48178100585938,-80.0682373046875,952.5,7PS7,small_airport,Lenzner Farm Airport,1250.0,US,US-PA,Sewickley,,7PS7,"-80.11730194091797, 40.538700103759766"
16043,1733324,ASA1943,AS1943,a86717,N640VA,A320,KLAX,KSFO,2019-01-26 02:57:06+00:00,2019-01-26 03:53:56+00:00,2019-01-26 00:00:00+00:00,33.947381488347446,-118.43015670776371,0.0,37.61508178710938,-122.36642391123672,-91.44,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
16044,1733370,AAL2682,AA2682,ad4fe1,N957NN,B738,KORD,KBOS,2019-01-26 02:58:02+00:00,2019-01-26 04:40:41+00:00,2019-01-26 00:00:00+00:00,41.96875103449417,-87.93476193450216,304.8,42.36062622070312,-70.98535017533737,-30.48,KBOS,large_airport,General Edward Lawrence Logan International Airport,20.0,US,US-MA,Boston,BOS,BOS,"-71.00520325, 42.36429977"
16046,1733439,AAL2251,AA2251,acfd2c,N936NN,B738,KDFW,KBWI,2019-01-26 02:59:38+00:00,2019-01-26 05:12:52+00:00,2019-01-26 00:00:00+00:00,32.88134765625,-97.03009643554684,0.0,39.12869210970604,-76.6295166015625,198.12,KBWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,146.0,US,US-MD,Baltimore,BWI,BWI,"-76.668297, 39.1754"
16047,1733521,ASA1917,AS1917,a2d745,N282VA,A320,KLAS,KSFO,2019-01-26 03:01:46+00:00,2019-01-26 04:07:59+00:00,2019-01-26 00:00:00+00:00,36.07635498046875,-115.1354598999023,304.8,37.61374263440148,-122.3632746157439,-91.44,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
16049,1733788,AAL1680,AA1680,acb9ed,N919US,A321,KPHL,KORD,2019-01-26 03:08:39+00:00,2019-01-26 04:54:58+00:00,2019-01-26 00:00:00+00:00,39.86454333289196,-75.25653076171875,0.0,41.98392706402277,-87.87631722383719,198.12,KORD,large_airport,Chicago O'Hare International Airport,672.0,US,US-IL,Chicago,ORD,ORD,"-87.9048, 41.9786"
16050,1733878,UAL2333,UA2333,a50887,N423UA,A320,KEWR,KRDU,2019-01-26 03:10:36+00:00,2019-01-26 04:18:28+00:00,2019-01-26 00:00:00+00:00,40.67771782309322,-74.17694091796875,0.0,35.90006165585275,-78.7702779566988,106.68,KRDU,large_airport,Raleigh Durham International Airport,435.0,US,US-NC,Raleigh/Durham,RDU,RDU,"-78.7874984741211, 35.877601623535156"
16053,1734085,AAL2474,AA2474,ade8fa,N996AN,A321,KDFW,FL90,2019-01-26 03:16:00+00:00,2019-01-26 05:07:37+00:00,2019-01-26 00:00:00+00:00,32.889083862304695,-97.03009643554684,0.0,26.45163325940148,-82.34110318697412,1836.42,FL90,small_airport,Salty Approach Airport,6.0,US,US-FL,Fort Myers,,FL90,"-82.2201004028, 26.6033992767"
16056,1734244,ASA187,AS187,a21ed4,N236AK,B739,KSEA,PANC,2019-01-26 03:19:40+00:00,2019-01-26 06:40:42+00:00,2019-01-26 00:00:00+00:00,47.44024658203125,-122.31127166748053,0.0,61.19049589512711,-150.0094604492188,45.72,PANC,large_airport,Ted Stevens Anchorage International Airport,152.0,US,US-AK,Anchorage,ANC,ANC,"-149.99600219726562, 61.174400329589844"
16057,1734352,AAL2332,AA2332,abfb46,N871NN,B738,KDFW,KBNA,2019-01-26 03:22:30+00:00,2019-01-26 04:39:15+00:00,2019-01-26 00:00:00+00:00,32.891669839115465,-97.0301289461097,0.0,36.15055924755032,-86.67365540849403,167.64,KBNA,large_airport,Nashville International Airport,599.0,US,US-TN,Nashville,BNA,BNA,"-86.6781997680664, 36.1245002746582"
16058,1734430,AMX190,AM190,0d001e,XA-ZAM,B738,MMMX,54AZ,2019-01-26 03:24:00+00:00,2019-01-26 06:38:29+00:00,2019-01-26 00:00:00+00:00,19.4144245729608,-99.11355868252838,2438.4,32.357254028320305,-114.8032836914062,2331.72,54AZ,small_airport,Somerton Airport,177.0,US,US-AZ,Somerton,,54AZ,"-114.667482, 32.60247"
16059,1734449,AAL1294,AA1294,ab148e,N813AN,B788,KDFW,KORD,2019-01-26 03:24:35+00:00,2019-01-26 05:03:11+00:00,2019-01-26 00:00:00+00:00,32.888168334960945,-97.03009643554684,0.0,41.96581824351165,-87.83914255541424,373.38,KORD,large_airport,Chicago O'Hare International Airport,672.0,US,US-IL,Chicago,ORD,ORD,"-87.9048, 41.9786"
16063,1734581,AAL1976,AA1976,a6e89f,N544UW,A321,KCLT,NY72,2019-01-26 03:27:50+00:00,2019-01-26 04:36:58+00:00,2019-01-26 00:00:00+00:00,35.25936320676642,-80.97274455618351,609.6,43.04466247558594,-75.95014705214385,853.4400000000002,NY72,small_airport,Poolsbrook Aerodrome,500.0,US,US-NY,Manlius,,NY72,"-75.9384994506836, 43.07229995727539"
16064,1734694,AAL2208,AA2208,ac97e4,N910NN,B738,KORD,KAUS,2019-01-26 03:30:46+00:00,2019-01-26 05:44:59+00:00,2019-01-26 00:00:00+00:00,41.94767761230469,-87.90529424493963,304.8,30.23763365664724,-97.67999267578124,228.6,KAUS,large_airport,Austin Bergstrom International Airport,542.0,US,US-TX,Austin,AUS,AUS,"-97.6698989868164, 30.194499969482422"
16068,1734837,AAL1286,AA1286,abc292,N857NN,B738,KMIA,KRDU,2019-01-26 03:34:51+00:00,2019-01-26 05:08:13+00:00,2019-01-26 00:00:00+00:00,25.78565694518008,-80.3159663362323,0.0,35.897082312632406,-78.77401798329454,76.2,KRDU,large_airport,Raleigh Durham International Airport,435.0,US,US-NC,Raleigh/Durham,RDU,RDU,"-78.7874984741211, 35.877601623535156"
16069,1734927,AAL2092,AA2092,a722b1,N559UW,A321,KCLT,57FA,2019-01-26 03:37:24+00:00,2019-01-26 04:46:10+00:00,2019-01-26 00:00:00+00:00,35.24679565429688,-80.93330383300781,609.6,28.33513680150953,-81.18734920726105,1074.42,57FA,small_airport,Lake X Airport,72.0,US,US-FL,St Cloud,,57FA,"-81.11920166015625, 28.208599090576172"
16073,1735290,AAL1962,AA1962,ab1c04,N815AW,A319,KCLT,7PS7,2019-01-26 03:46:40+00:00,2019-01-26 04:37:28+00:00,2019-01-26 00:00:00+00:00,35.25558471679688,-80.97433090209961,609.6,40.48196411132812,-80.07574462890625,861.0600000000002,7PS7,small_airport,Lenzner Farm Airport,1250.0,US,US-PA,Sewickley,,7PS7,"-80.11730194091797, 40.538700103759766"
16078,1735725,AAL2484,AA2484,adac5d,N980NN,B738,KLAX,KDFW,2019-01-26 03:58:20+00:00,2019-01-26 06:25:33+00:00,2019-01-26 00:00:00+00:00,33.93644171246027,-118.4135627746582,0.0,32.91890289823888,-97.02984868263712,106.68,KDFW,large_airport,Dallas Fort Worth International Airport,607.0,US,US-TX,Dallas-Fort Worth,DFW,DFW,"-97.038002, 32.896801"
16085,1736072,AAL2707,AA2707,ab40f0,N824NN,B738,KDFW,KAUS,2019-01-26 04:07:49+00:00,2019-01-26 04:40:53+00:00,2019-01-26 00:00:00+00:00,32.89041137695312,-97.03020629882808,0.0,30.23563191042108,-97.67999267578124,205.74,KAUS,large_airport,Austin Bergstrom International Airport,542.0,US,US-TX,Austin,AUS,AUS,"-97.6698989868164, 30.194499969482422"
16103,1737009,WJA1702,WS1702,c035cc,C-FUJR,B738,CYVR,KLAX,2019-01-26 04:35:10+00:00,2019-01-26 06:46:57+00:00,2019-01-26 00:00:00+00:00,49.190166925979874,-123.2089956183183,0.0,33.953991906117594,-118.38363647460942,60.96,KLAX,large_airport,Los Angeles International Airport,125.0,US,US-CA,Los Angeles,LAX,LAX,"-118.407997, 33.942501"
16105,1737160,AAL820,AA820,acb285,N917UY,A321,KPHX,KLAX,2019-01-26 04:39:21+00:00,2019-01-26 05:33:58+00:00,2019-01-26 00:00:00+00:00,33.431024066472446,-112.0242807816486,304.8,33.95297241210938,-118.3931560905612,22.86,KLAX,large_airport,Los Angeles International Airport,125.0,US,US-CA,Los Angeles,LAX,LAX,"-118.407997, 33.942501"
16112,1737504,AAL2106,AA2106,a10614,N165US,A321,KPHX,KLAS,2019-01-26 04:50:32+00:00,2019-01-26 05:34:58+00:00,2019-01-26 00:00:00+00:00,33.4310302734375,-112.0239074707031,304.8,36.07365495067532,-115.1346149850399,533.4,KLAS,large_airport,McCarran International Airport,2181.0,US,US-NV,Las Vegas,LAS,LAS,"-115.1520004, 36.08010101"
16116,1737884,ASA1969,AS1969,ab81b5,N840VA,A320,KSAN,KSFO,2019-01-26 05:02:40+00:00,2019-01-26 06:07:55+00:00,2019-01-26 00:00:00+00:00,32.73478879766949,-117.1942450075733,-304.8,37.61444091796875,-122.3648867399796,-99.06,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
16118,1737937,ASA740,AS740,a4c6b3,N407AS,B739,KLAX,KBWI,2019-01-26 05:04:08+00:00,2019-01-26 09:41:34+00:00,2019-01-26 00:00:00+00:00,33.93649291992188,-118.412494270169,0.0,39.12973022460938,-76.63029546323031,228.6,KBWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,146.0,US,US-MD,Baltimore,BWI,BWI,"-76.668297, 39.1754"
16133,1738653,QTR739,QR739,06a07e,A7-BBH,B77L,OTHH,KHHR,2019-01-26 05:23:35+00:00,2019-01-26 21:16:55+00:00,2019-01-26 00:00:00+00:00,25.24779238943326,51.63030084573997,304.8,33.93951416015625,-118.3616065979004,83.82000000000002,KHHR,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,66.0,US,US-CA,Hawthorne,HHR,HHR,"-118.334999, 33.922798"
16134,1738717,AAL303,AA303,ab975c,N846NN,B738,KLAX,KIAD,2019-01-26 05:25:05+00:00,2019-01-26 09:51:22+00:00,2019-01-26 00:00:00+00:00,33.93658447265625,-118.4123261120855,0.0,38.93381881713867,-77.43629787279212,-15.24,KIAD,large_airport,Washington Dulles International Airport,312.0,US,US-DC,Washington,IAD,IAD,"-77.45580292, 38.94449997"
16146,1739114,AAL2746,AA2746,a3d4ed,N346PR,B738,KPHX,KBTF,2019-01-26 05:36:07+00:00,2019-01-26 06:56:28+00:00,2019-01-26 00:00:00+00:00,33.440872192382805,-112.0319274902344,304.8,40.89451159461071,-112.1089865944602,2994.66,KBTF,small_airport,Skypark Airport,4234.0,US,US-UT,Bountiful,BTF,BTF,"-111.927001953, 40.8694000244"
16152,1739187,AAL1471,AA1471,ac7e09,N904AA,A321,KSEA,KMIA,2019-01-26 05:38:33+00:00,2019-01-26 10:50:29+00:00,2019-01-26 00:00:00+00:00,47.43598937988281,-122.30811309814447,0.0,25.80267333984375,-80.25375366210938,45.72,KMIA,large_airport,Miami International Airport,8.0,US,US-FL,Miami,MIA,MIA,"-80.29060363769531, 25.79319953918457"
16181,1739961,ASA1128,AS1128,a84abd,N633VA,A320,KLAX,KPHL,2019-01-26 05:59:15+00:00,2019-01-26 10:42:39+00:00,2019-01-26 00:00:00+00:00,33.936538696289055,-118.4128305863361,0.0,39.87611389160156,-75.21837317425269,-53.34,KPHL,large_airport,Philadelphia International Airport,36.0,US,US-PA,Philadelphia,PHL,PHL,"-75.24109649658203, 39.87189865112305"
16226,1740961,AAL576,AA576,a699a1,N524UW,A321,KSMF,KAKH,2019-01-26 06:23:19+00:00,2019-01-26 10:26:57+00:00,2019-01-26 00:00:00+00:00,38.66780090332031,-121.6005607273268,304.8,35.21580505371094,-81.06856365593114,2125.98,KAKH,small_airport,Gastonia Municipal Airport,798.0,US,US-NC,Gastonia,,AKH,"-81.149902, 35.202598"
16254,1741521,DAL133,DL133,abc651,N858NW,A332,EHAM,KDTW,2019-01-26 06:37:09+00:00,2019-01-26 15:05:13+00:00,2019-01-26 00:00:00+00:00,52.30404281616211,4.776077270507812,0.0,42.30015641551907,-83.3170549259629,678.1800000000002,KDTW,large_airport,Detroit Metropolitan Wayne County Airport,645.0,US,US-MI,Detroit,DTW,DTW,"-83.35340118408203, 42.212398529052734"
16256,1741544,AAL1658,AA1658,a71efa,N558UW,A321,KPHX,KPHL,2019-01-26 06:37:40+00:00,2019-01-26 10:32:59+00:00,2019-01-26 00:00:00+00:00,33.431076049804695,-112.0301696777344,304.8,39.87767028808594,-75.21073051120925,-22.86,KPHL,large_airport,Philadelphia International Airport,36.0,US,US-PA,Philadelphia,PHL,PHL,"-75.24109649658203, 39.87189865112305"
16267,1741785,ASA1949,AS1949,ab6cc9,N835VA,A320,KLAX,KSFO,2019-01-26 06:43:36+00:00,2019-01-26 07:39:27+00:00,2019-01-26 00:00:00+00:00,33.93914794921875,-118.38710239955358,-304.8,37.61769104003906,-122.36712516622342,-99.06,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
16278,1742059,AAL28,AA28,a01880,N105NN,A321,KLAX,KJFK,2019-01-26 06:50:33+00:00,2019-01-26 11:55:09+00:00,2019-01-26 00:00:00+00:00,33.93704223632812,-118.40761768574622,0.0,40.66259765625,-73.74127197265625,15.24,KJFK,large_airport,John F Kennedy International Airport,13.0,US,US-NY,New York,JFK,JFK,"-73.7789, 40.639801"
16330,1743600,ASA1402,AS1402,a6a882,N528VA,A319,KSEA,KPDX,2019-01-26 07:31:30+00:00,2019-01-26 07:56:22+00:00,2019-01-26 00:00:00+00:00,47.43296813964844,-122.3087997436523,0.0,45.59939575195312,-122.6324760623094,-114.3,KPDX,large_airport,Portland International Airport,31.0,US,US-OR,Portland,PDX,PDX,"-122.5979996, 45.58869934"
16333,1743642,AAL1314,AA1314,ad0e61,N940NN,B738,KLAX,KMIA,2019-01-26 07:32:31+00:00,2019-01-26 12:01:24+00:00,2019-01-26 00:00:00+00:00,33.93825724973517,-118.3953094482422,-304.8,25.802788168697035,-80.25046294590209,38.1,KMIA,large_airport,Miami International Airport,8.0,US,US-FL,Miami,MIA,MIA,"-80.29060363769531, 25.79319953918457"
16340,1743835,UAL415,UA415,aa6103,N768UA,B772,KLAX,KEWR,2019-01-26 07:37:19+00:00,2019-01-26 12:17:59+00:00,2019-01-26 00:00:00+00:00,33.93667447364936,-118.41064453125,0.0,40.73277282714844,-74.13922119140625,137.16,KEWR,large_airport,Newark Liberty International Airport,18.0,US,US-NJ,Newark,EWR,EWR,"-74.168701171875, 40.692501068115234"
16380,1745008,AAL1542,AA1542,abf78f,N870NN,B738,KPHX,KDCA,2019-01-26 08:09:12+00:00,2019-01-26 11:49:11+00:00,2019-01-26 00:00:00+00:00,33.440753484176376,-111.9941244319994,304.8,38.82540893554688,-77.03505806300952,15.24,KDCA,large_airport,Ronald Reagan Washington National Airport,15.0,US,US-DC,Washington,DCA,DCA,"-77.037697, 38.8521"
16395,1745404,AAL340,AA340,a0ade2,N143AN,A321,KLAX,KMIA,2019-01-26 08:20:13+00:00,2019-01-26 12:43:02+00:00,2019-01-26 00:00:00+00:00,33.935650324417374,-118.4212875366211,0.0,25.77378845214844,-80.25253295898438,114.3,KMIA,large_airport,Miami International Airport,8.0,US,US-FL,Miami,MIA,MIA,"-80.29060363769531, 25.79319953918457"
16435,1746338,ASA150,AS150,a21ed4,N236AK,B739,PANC,KLAX,2019-01-26 08:45:43+00:00,2019-01-26 13:35:29+00:00,2019-01-26 00:00:00+00:00,61.16787150754767,-149.9917602539062,0.0,33.94656372070312,-118.4372695611448,-7.62,KLAX,large_airport,Los Angeles International Airport,125.0,US,US-CA,Los Angeles,LAX,LAX,"-118.407997, 33.942501"
16457,1746893,DAL179,DL179,a16273,N189DN,B763,EHAM,KPDX,2019-01-26 08:59:39+00:00,2019-01-26 19:21:09+00:00,2019-01-26 00:00:00+00:00,52.30458068847656,4.771804809570312,0.0,45.59994506835938,-122.6088286609184,-76.2,KPDX,large_airport,Portland International Airport,31.0,US,US-OR,Portland,PDX,PDX,"-122.5979996, 45.58869934"
16462,1747048,DAL143,DL143,ab1979,N814NW,A333,EHAM,KSEA,2019-01-26 09:03:32+00:00,2019-01-26 18:47:46+00:00,2019-01-26 00:00:00+00:00,52.3004150390625,4.766575404575893,0.0,47.45608520507812,-122.3078384399414,-60.96,KSEA,large_airport,Seattle Tacoma International Airport,433.0,US,US-WA,Seattle,SEA,SEA,"-122.308998, 47.449001"
16471,1747220,UAL80,UA80,a0a900,N14115,B752,EGCC,KEWR,2019-01-26 09:07:39+00:00,2019-01-26 16:55:54+00:00,2019-01-26 00:00:00+00:00,53.33112813658633,-2.312864415785839,304.8,40.73814262778072,-74.1357421875,220.98,KEWR,large_airport,Newark Liberty International Airport,18.0,US,US-NJ,Newark,EWR,EWR,"-74.168701171875, 40.692501068115234"
16474,1747313,UAL41,UA41,a86ab5,N641UA,B763,LIRF,KEWR,2019-01-26 09:09:51+00:00,2019-01-26 18:55:43+00:00,2019-01-26 00:00:00+00:00,41.81460571289062,12.22659717906605,0.0,40.73524475097656,-74.13726806640625,182.88,KEWR,large_airport,Newark Liberty International Airport,18.0,US,US-NJ,Newark,EWR,EWR,"-74.168701171875, 40.692501068115234"
16475,1747321,AAL113,AA113,aa4548,N761AJ,B772,LEBL,KMIA,2019-01-26 09:10:00+00:00,2019-01-26 18:35:04+00:00,2019-01-26 00:00:00+00:00,41.2646484375,2.048583984375,304.8,25.803067482123943,-80.244140625,106.68,KMIA,large_airport,Miami International Airport,8.0,US,US-FL,Miami,MIA,MIA,"-80.29060363769531, 25.79319953918457"
16476,1747348,KLM601,KL601,4840e0,PH-BFV,B744,EHAM,KLAX,2019-01-26 09:10:36+00:00,2019-01-26 19:23:13+00:00,2019-01-26 00:00:00+00:00,52.2902200989804,4.7406005859375,0.0,33.95520226430084,-118.3707618713379,99.06,KLAX,large_airport,Los Angeles International Airport,125.0,US,US-CA,Los Angeles,LAX,LAX,"-118.407997, 33.942501"
16479,1747390,UAL998,UA998,aaa125,N784UA,B772,EBBR,KEWR,2019-01-26 09:11:35+00:00,2019-01-26 17:12:46+00:00,2019-01-26 00:00:00+00:00,50.90299987792969,4.469802444045609,0.0,40.75494798563295,-74.12500554865056,320.04,KEWR,large_airport,Newark Liberty International Airport,18.0,US,US-NJ,Newark,EWR,EWR,"-74.168701171875, 40.692501068115234"
16480,1747407,AAL69,AA69,aa7439,N773AN,B772,LEMD,KMIA,2019-01-26 09:12:05+00:00,2019-01-26 18:09:18+00:00,2019-01-26 00:00:00+00:00,40.53076171875,-3.57476806640625,609.6,25.80262756347656,-80.25487263997394,53.34,KMIA,large_airport,Miami International Airport,8.0,US,US-FL,Miami,MIA,MIA,"-80.29060363769531, 25.79319953918457"
16481,1747430,BAW117,BA117,4005e3,G-CIVH,B744,EGLL,KJFK,2019-01-26 09:12:36+00:00,2019-01-26 16:56:57+00:00,2019-01-26 00:00:00+00:00,51.46490478515625,-0.4791672165329146,0.0,40.6937255859375,-73.71661376953125,274.32,KJFK,large_airport,John F Kennedy International Airport,13.0,US,US-NY,New York,JFK,JFK,"-73.7789, 40.639801"
16485,1747469,AAL2797,AA2797,abac48,N851NN,B738,KONT,KDFW,2019-01-26 09:13:37+00:00,2019-01-26 11:41:14+00:00,2019-01-26 00:00:00+00:00,34.045166015625,-117.5708070093272,609.6,32.92011325642214,-97.02984868263712,106.68,KDFW,large_airport,Dallas Fort Worth International Airport,607.0,US,US-TX,Dallas-Fort Worth,DFW,DFW,"-97.038002, 32.896801"
16494,1747631,UAL22,UA22,a8d3b4,N668UA,B763,EIWT,KEWR,2019-01-26 09:17:41+00:00,2019-01-26 16:30:15+00:00,2019-01-26 00:00:00+00:00,53.43557739257812,-6.472281319754464,1524.0,40.75634765625,-74.12408447265625,335.28,KEWR,large_airport,Newark Liberty International Airport,18.0,US,US-NJ,Newark,EWR,EWR,"-74.168701171875, 40.692501068115234"
16500,1747810,AAL599,AA599,a77f2d,N582UW,A321,KPHX,KDCM,2019-01-26 09:22:06+00:00,2019-01-26 12:38:56+00:00,2019-01-26 00:00:00+00:00,33.440780639648445,-111.99545288085942,304.8,34.81665142511918,-81.3043212890625,2514.6,KDCM,small_airport,Chester Catawba Regional Airport,656.0,US,US-SC,Chester,,DCM,"-81.19580078125, 34.78929901123047"
16506,1748077,DLH454,LH454,3c6504,D-AIHD,A346,EDDF,KSFO,2019-01-26 09:29:18+00:00,2019-01-26 20:31:27+00:00,2019-01-26 00:00:00+00:00,50.03640747070312,8.550904926500822,0.0,37.61332366426112,-122.3621401579484,-106.68,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
16509,1748122,AUA65,OS65,44007c,OE-LPC,B772,LOWW,KORD,2019-01-26 09:30:34+00:00,2019-01-26 19:06:28+00:00,2019-01-26 00:00:00+00:00,48.11159133911133,16.57431793212891,0.0,41.96577169127383,-87.87650884583941,236.22,KORD,large_airport,Chicago O'Hare International Airport,672.0,US,US-IL,Chicago,ORD,ORD,"-87.9048, 41.9786"
16512,1748175,UAL949,UA949,aabd7f,N791UA,B772,EGLL,KSFO,2019-01-26 09:31:40+00:00,2019-01-26 19:42:25+00:00,2019-01-26 00:00:00+00:00,51.46485900878906,-0.4764948664484905,0.0,37.61732482910156,-122.36619015957442,-121.92,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
16524,1748482,DAL87,DL87,a13386,N177DN,B763,EDDF,KDTW,2019-01-26 09:40:01+00:00,2019-01-26 18:34:50+00:00,2019-01-26 00:00:00+00:00,50.03631591796875,8.550182141755755,0.0,42.30706787109375,-83.26937588778412,784.86,KDTW,large_airport,Detroit Metropolitan Wayne County Airport,645.0,US,US-MI,Detroit,DTW,DTW,"-83.35340118408203, 42.212398529052734"
16535,1748720,DAL43,DL43,abe56d,N866DA,B772,LFPG,KMSP,2019-01-26 09:45:31+00:00,2019-01-26 18:18:17+00:00,2019-01-26 00:00:00+00:00,49.02108764648438,2.5229820838341346,0.0,44.89164733886719,-93.24305943080356,312.42,KMSP,large_airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,841.0,US,US-MN,Minneapolis,MSP,MSP,"-93.221802, 44.882"
16537,1748751,BEL1CP,SN501,44ccd6,OO-SFV,A333,EBBR,KJFK,2019-01-26 09:46:05+00:00,2019-01-26 18:25:23+00:00,2019-01-26 00:00:00+00:00,50.90297505006951,4.492053985595703,0.0,40.66673149496822,-73.737924749201,91.44,KJFK,large_airport,John F Kennedy International Airport,13.0,US,US-NY,New York,JFK,JFK,"-73.7789, 40.639801"
16538,1748786,ASA108,AS108,a52e54,N433AS,B739,PANC,KSEA,2019-01-26 09:46:59+00:00,2019-01-26 12:45:26+00:00,2019-01-26 00:00:00+00:00,61.16782495530985,-149.9964396158854,0.0,47.45479260460805,-122.31114314152651,-68.58,KSEA,large_airport,Seattle Tacoma International Airport,433.0,US,US-WA,Seattle,SEA,SEA,"-122.308998, 47.449001"
16545,1748992,BAW207,BA207,400613,G-CIVK,B744,EGLL,KMIA,2019-01-26 09:51:52+00:00,2019-01-26 19:03:55+00:00,2019-01-26 00:00:00+00:00,51.46485900878906,-0.4707790065456081,0.0,25.802788168697035,-80.25160303655663,76.2,KMIA,large_airport,Miami International Airport,8.0,US,US-FL,Miami,MIA,MIA,"-80.29060363769531, 25.79319953918457"
16546,1749005,DAL161,DL161,aaea8c,N802NW,A333,EHAM,KMSP,2019-01-26 09:52:18+00:00,2019-01-26 18:33:17+00:00,2019-01-26 00:00:00+00:00,52.29338565115201,4.748212541852679,0.0,44.91293334960938,-93.29230172293528,579.12,KMSP,large_airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,841.0,US,US-MN,Minneapolis,MSP,MSP,"-93.221802, 44.882"
16547,1749018,DLH456,LH456,3c65a9,D-AIMI,A388,EDDF,KLAX,2019-01-26 09:52:48+00:00,2019-01-26 20:41:11+00:00,2019-01-26 00:00:00+00:00,50.03811593783104,8.557755753800675,0.0,33.9553419210143,-118.370418548584,129.54,KLAX,large_airport,Los Angeles International Airport,125.0,US,US-CA,Los Angeles,LAX,LAX,"-118.407997, 33.942501"
16555,1749111,DLH490,LH490,3c6569,D-AIKI,A333,EDDF,KSEA,2019-01-26 09:55:21+00:00,2019-01-26 20:08:21+00:00,2019-01-26 00:00:00+00:00,50.0372314453125,8.553723787006579,0.0,47.41397094726562,-122.30831909179692,22.86,KSEA,large_airport,Seattle Tacoma International Airport,433.0,US,US-WA,Seattle,SEA,SEA,"-122.308998, 47.449001"
16560,1749193,DAL49,DL49,a189f2,N199DN,B763,EHAM,KJFK,2019-01-26 09:57:39+00:00,2019-01-26 18:27:23+00:00,2019-01-26 00:00:00+00:00,52.30178833007812,4.77024405343192,0.0,40.68479376324152,-73.71414184570312,220.98,KJFK,large_airport,John F Kennedy International Airport,13.0,US,US-NY,New York,JFK,JFK,"-73.7789, 40.639801"
16565,1749276,ASA134,AS134,a602ab,N487AS,B739,PANC,KPDX,2019-01-26 10:00:01+00:00,2019-01-26 13:11:54+00:00,2019-01-26 00:00:00+00:00,61.1678466796875,-149.9954550606864,0.0,45.595496226165245,-122.6222534179688,-144.78,KPDX,large_airport,Portland International Airport,31.0,US,US-OR,Portland,PDX,PDX,"-122.5979996, 45.58869934"
16569,1749453,UAL908,UA908,a8886d,N649UA,B763,EHAM,KORD,2019-01-26 10:04:17+00:00,2019-01-26 18:41:17+00:00,2019-01-26 00:00:00+00:00,52.31346130371094,4.753875732421875,0.0,41.98388671875,-87.85179831764911,358.14,KORD,large_airport,Chicago O'Hare International Airport,672.0,US,US-IL,Chicago,ORD,ORD,"-87.9048, 41.9786"
16582,1749925,DAL259,DL259,ab048d,N809NW,A333,EHAM,KBOS,2019-01-26 10:15:15+00:00,2019-01-26 18:12:03+00:00,2019-01-26 00:00:00+00:00,52.29482877052436,4.7519792829241085,0.0,42.38022626456568,-70.99767640579573,-30.48,KBOS,large_airport,General Edward Lawrence Logan International Airport,20.0,US,US-MA,Boston,BOS,BOS,"-71.00520325, 42.36429977"
16583,1749989,UAL879,UA879,a92d6d,N69020,B772,EGLL,KIAH,2019-01-26 10:16:48+00:00,2019-01-26 20:03:40+00:00,2019-01-26 00:00:00+00:00,51.46484892247086,-0.4741668701171875,0.0,29.993408203125,-95.3919713637408,160.02,KIAH,large_airport,George Bush Intercontinental Houston Airport,97.0,US,US-TX,Houston,IAH,IAH,"-95.34140014648438, 29.984399795532227"
16588,1750192,UAL50,UA50,a8f77c,N677UA,B763,LEMD,KEWR,2019-01-26 10:21:36+00:00,2019-01-26 18:30:58+00:00,2019-01-26 00:00:00+00:00,40.52954205011917,-3.574676513671875,609.6,40.74610306044757,-74.13068597966975,259.08,KEWR,large_airport,Newark Liberty International Airport,18.0,US,US-NJ,Newark,EWR,EWR,"-74.168701171875, 40.692501068115234"
16601,1750560,DLH422,LH422,3c4a8c,D-ABTL,B744,EDDF,KBOS,2019-01-26 10:31:03+00:00,2019-01-26 18:32:58+00:00,2019-01-26 00:00:00+00:00,50.03420554985435,8.541202029666385,0.0,42.37696838378906,-70.99927035245031,-38.1,KBOS,large_airport,General Edward Lawrence Logan International Airport,20.0,US,US-MA,Boston,BOS,BOS,"-71.00520325, 42.36429977"
