,Unnamed: 0,callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1,altitude_1,latitude_2,longitude_2,altitude_2,ident,type,name,elevation_ft,iso_country,iso_region,municipality,iata_code,local_code,coordinates
2589,1166786,AAL1785,AA1785,a71efa,N558UW,A321,KPHL,KPBI,2019-01-18 00:31:16+00:00,2019-01-18 02:39:59+00:00,2019-01-18 00:00:00+00:00,39.87368774414062,-75.19228064495582,304.8,26.68643188476562,-80.19687868514148,419.1,KPBI,large_airport,Palm Beach International Airport,19.0,US,US-FL,West Palm Beach,PBI,PBI,"-80.09559631347656, 26.68320083618164"
2592,1166938,ASA435,AS435,a5c4e2,N471AS,B739,KSJC,KSEA,2019-01-18 00:34:52+00:00,2019-01-18 02:23:19+00:00,2019-01-18 00:00:00+00:00,37.36116027832031,-121.9250423350232,-304.8,47.45833057468221,-122.31797438401442,182.88,KSEA,large_airport,Seattle Tacoma International Airport,433.0,US,US-WA,Seattle,SEA,SEA,"-122.308998, 47.449001"
2593,1166950,UAL842,UA842,a31a2d,N29961,B789,YSSY,KLAX,2019-01-18 00:35:12+00:00,2019-01-18 13:58:08+00:00,2019-01-18 00:00:00+00:00,-33.92652608580511,151.1710166931152,0.0,33.938552856445305,-118.3709592235332,15.24,KLAX,large_airport,Los Angeles International Airport,125.0,US,US-CA,Los Angeles,LAX,LAX,"-118.407997, 33.942501"
2596,1167419,AAL1588,AA1588,ac22c5,N881NN,B738,KPHX,KLDJ,2019-01-18 00:45:20+00:00,2019-01-18 04:48:32+00:00,2019-01-18 00:00:00+00:00,33.431256827661535,-112.03319316007652,304.8,40.64238467458951,-74.19666637073863,190.5,KLDJ,small_airport,Linden Airport,23.0,US,US-NJ,Linden,LDJ,LDJ,"-74.2445983887, 40.617401123"
2600,1167719,UAL2358,UA2358,a94b2b,N69826,B739,KSFO,KAUS,2019-01-18 00:51:25+00:00,2019-01-18 03:39:57+00:00,2019-01-18 00:00:00+00:00,37.641767081567785,-122.4303270422894,609.6,30.23524475097656,-97.67992805032168,259.08,KAUS,large_airport,Austin Bergstrom International Airport,542.0,US,US-TX,Austin,AUS,AUS,"-97.6698989868164, 30.194499969482422"
2603,1167970,ASA1929,AS1929,a5e29a,N479AS,B739,KLAX,KSFO,2019-01-18 00:56:57+00:00,2019-01-18 01:55:25+00:00,2019-01-18 00:00:00+00:00,33.9456590555482,-118.4462356567383,304.8,37.615884037341104,-122.3682901133662,-60.96,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
2605,1168049,UAL99,UA99,a47fd9,N38950,B789,YMML,KHHR,2019-01-18 00:58:33+00:00,2019-01-18 14:48:44+00:00,2019-01-18 00:00:00+00:00,-37.69015502929688,144.8419384246177,0.0,33.94216918945312,-118.33587023676658,175.26,KHHR,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,66.0,US,US-CA,Hawthorne,HHR,HHR,"-118.334999, 33.922798"
2607,1168063,AAL1173,AA1173,ad3997,N951NN,B738,KORD,80PN,2019-01-18 00:58:43+00:00,2019-01-18 01:49:09+00:00,2019-01-18 00:00:00+00:00,41.91265869140625,-87.88725419477981,609.6,40.51580913996292,-80.55469166148794,1310.64,80PN,small_airport,Hanny Beaver Airpark Inc Airport,1220.0,US,US-PA,Hookstown,,80PN,"-80.45259857177734, 40.54169845581055"
2608,1168141,AAL1076,AA1076,abea11,N867NN,B738,KDFW,KBNA,2019-01-18 01:00:27+00:00,2019-01-18 02:23:41+00:00,2019-01-18 00:00:00+00:00,32.91925048828125,-97.03009643554684,304.8,36.15019226074219,-86.67377471923828,220.98,KBNA,large_airport,Nashville International Airport,599.0,US,US-TN,Nashville,BNA,BNA,"-86.6781997680664, 36.1245002746582"
2611,1168270,AAL2698,AA2698,ab3d39,N823NN,B738,KDFW,KABQ,2019-01-18 01:03:13+00:00,2019-01-18 02:29:22+00:00,2019-01-18 00:00:00+00:00,32.918530480336344,-97.0503079161352,304.8,34.96234130859375,-106.7021334901148,2049.78,KABQ,large_airport,Albuquerque International Sunport,5355.0,US,US-NM,Albuquerque,ABQ,ABQ,"-106.609001, 35.040199"
2612,1168291,AAL855,AA855,a6cffc,N538UW,A321,KDFW,KCLT,2019-01-18 01:03:40+00:00,2019-01-18 03:05:59+00:00,2019-01-18 00:00:00+00:00,32.92020636089777,-97.0300728934152,304.8,35.27128601074219,-80.95699310302734,441.96,KCLT,large_airport,Charlotte Douglas International Airport,748.0,US,US-NC,Charlotte,CLT,CLT,"-80.94309997558594, 35.2140007019043"
2613,1168306,AAL1525,AA1525,ad15cf,N942NN,B738,KDFW,KT27,2019-01-18 01:04:04+00:00,2019-01-18 02:24:56+00:00,2019-01-18 00:00:00+00:00,32.91934204101562,-97.05053100585934,304.8,31.79539489746094,-106.2569091796875,1653.54,KT27,small_airport,Horizon Airport,4007.0,US,US-TX,El Paso,,T27,"-106.23699951171875, 31.71980094909668"
2614,1168320,AAL2620,AA2620,acd1f6,N925NN,B738,KDFW,KIND,2019-01-18 01:04:22+00:00,2019-01-18 02:45:57+00:00,2019-01-18 00:00:00+00:00,32.91403198242188,-97.02993164062497,0.0,39.73402404785156,-86.28554634425949,259.08,KIND,large_airport,Indianapolis International Airport,797.0,US,US-IN,Indianapolis,IND,IND,"-86.294403, 39.7173"
2615,1168371,AAL2674,AA2674,ace0d2,N929NN,B738,KOPF,KSAN,2019-01-18 01:05:33+00:00,2019-01-18 06:14:57+00:00,2019-01-18 00:00:00+00:00,25.87971496582031,-80.14324260207844,1828.8,32.736371573755285,-117.2012515943877,-68.58,KSAN,large_airport,San Diego International Airport,17.0,US,US-CA,San Diego,SAN,SAN,"-117.190002441, 32.7336006165"
2616,1168418,UAL2132,UA2132,a562aa,N446UA,A320,KPHL,KSFO,2019-01-18 01:06:42+00:00,2019-01-18 07:07:24+00:00,2019-01-18 00:00:00+00:00,39.87916073556674,-75.20794677734375,0.0,37.61970520019531,-122.3718586373836,-91.44,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
2621,1168715,AAL2752,AA2752,adcca0,N989AN,B738,KDFW,KDCA,2019-01-18 01:12:28+00:00,2019-01-18 03:30:27+00:00,2019-01-18 00:00:00+00:00,32.920852661132805,-97.02965698242184,304.8,38.78810119628906,-77.03129643979281,266.7,KDCA,large_airport,Ronald Reagan Washington National Airport,15.0,US,US-DC,Washington,DCA,DCA,"-77.037697, 38.8521"
2623,1168741,DAL472,DL472,ab0a9d,N810NW,A333,SBGR,KJFK,2019-01-18 01:12:57+00:00,2019-01-18 10:28:41+00:00,2019-01-18 00:00:00+00:00,-23.43658447265625,-46.49199329723008,914.4,40.54076113943326,-73.84884920987218,563.88,KJFK,large_airport,John F Kennedy International Airport,13.0,US,US-NY,New York,JFK,JFK,"-73.7789, 40.639801"
2628,1169118,ASA1910,AS1910,ab97ff,N846VA,A320,KSFO,KLAS,2019-01-18 01:20:31+00:00,2019-01-18 02:19:54+00:00,2019-01-18 00:00:00+00:00,37.624775514764295,-122.3884715204653,0.0,36.07369995117188,-115.122013092041,609.6,KLAS,large_airport,McCarran International Airport,2181.0,US,US-NV,Las Vegas,LAS,LAS,"-115.1520004, 36.08010101"
2629,1169131,AAL1576,AA1576,aae6cd,N801NN,B738,KDFW,KHWO,2019-01-18 01:20:45+00:00,2019-01-18 03:22:16+00:00,2019-01-18 00:00:00+00:00,32.9161376953125,-97.02971191406247,304.8,26.077446371822035,-80.24984506460333,381.0,KHWO,small_airport,North Perry Airport,8.0,US,US-FL,Hollywood,HWO,HWO,"-80.2407, 26.0012"
2630,1169161,AAL962,AA962,a9d640,N733AR,B77W,SBGR,KDFW,2019-01-18 01:21:17+00:00,2019-01-18 10:58:01+00:00,2019-01-18 00:00:00+00:00,-23.43639826370497,-46.49124145507812,609.6,32.92751506223517,-97.05456792091834,243.84,KDFW,large_airport,Dallas Fort Worth International Airport,607.0,US,US-TX,Dallas-Fort Worth,DFW,DFW,"-97.038002, 32.896801"
2631,1169232,AAL1062,AA1062,ade2b8,N994NN,B738,KORD,KSTL,2019-01-18 01:22:37+00:00,2019-01-18 02:03:27+00:00,2019-01-18 00:00:00+00:00,41.94519560215836,-87.96995650890261,609.6,38.73060607910156,-90.3234398883322,220.98,KSTL,large_airport,St Louis Lambert International Airport,618.0,US,US-MO,St Louis,STL,STL,"-90.370003, 38.748697"
2632,1169425,AAL1023,AA1023,abb76d,N854NN,B738,KOPF,KDTW,2019-01-18 01:26:53+00:00,2019-01-18 04:05:51+00:00,2019-01-18 00:00:00+00:00,25.86158752441406,-80.14401993661556,1524.0,42.34593200683594,-83.22330821644175,899.1600000000002,KDTW,large_airport,Detroit Metropolitan Wayne County Airport,645.0,US,US-MI,Detroit,DTW,DTW,"-83.35340118408203, 42.212398529052734"
2633,1169533,UAL1837,UA1837,a6c247,N53441,B739,KEWR,TX05,2019-01-18 01:29:30+00:00,2019-01-18 04:54:59+00:00,2019-01-18 00:00:00+00:00,40.71984759831832,-74.14373224431819,304.8,30.25030517578125,-97.68046659581802,327.66,TX05,small_airport,Bud Dryden Airport,500.0,US,US-TX,Austin,,TX05,"-97.625298, 30.2605"
2635,1169589,UAL1257,UA1257,a7b574,N596UA,B752,KEWR,KSFO,2019-01-18 01:30:35+00:00,2019-01-18 07:28:47+00:00,2019-01-18 00:00:00+00:00,40.719102762513245,-74.14691578258169,304.8,37.58427429199219,-122.2875327252327,281.94,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
2637,1169649,AAL2689,AA2689,ac4dfb,N892NN,B738,KORD,MA80,2019-01-18 01:31:45+00:00,2019-01-18 03:00:17+00:00,2019-01-18 00:00:00+00:00,41.96932983398438,-87.96621842817825,609.6,42.22641767081568,-72.90374046148253,1775.46,MA80,small_airport,Mundale Airport,280.0,US,US-MA,Westfield,,MA80,"-72.81430053710938, 42.11980056762695"
2638,1169739,AAL305,AA305,ac892e,N907AA,A321,KOPF,KSEA,2019-01-18 01:33:35+00:00,2019-01-18 07:45:29+00:00,2019-01-18 00:00:00+00:00,25.90673931574417,-80.15667255108174,1524.0,47.45283508300781,-122.318000793457,114.3,KSEA,large_airport,Seattle Tacoma International Airport,433.0,US,US-WA,Seattle,SEA,SEA,"-122.308998, 47.449001"
2639,1169783,AAL1430,AA1430,a0f1bb,N160AN,A321,KDFW,KSFO,2019-01-18 01:34:37+00:00,2019-01-18 05:08:17+00:00,2019-01-18 00:00:00+00:00,32.915783898305094,-97.05075633769133,304.8,37.61613464355469,-122.3633851396276,-91.44,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
2640,1169815,AAL2409,AA2409,adb3cb,N982NN,B738,KORD,KMCF,2019-01-18 01:35:27+00:00,2019-01-18 03:33:54+00:00,2019-01-18 00:00:00+00:00,41.88626046908104,-87.91151179823765,914.4,27.86819458007812,-82.54567272258255,487.68,KMCF,large_airport,Mac Dill Air Force Base,14.0,US,US-FL,Tampa,MCF,MCF,"-82.52120209, 27.84930038"
2643,1169961,UAL818,UA818,a75103,N57016,B772,SAEZ,25TA,2019-01-18 01:39:04+00:00,2019-01-18 11:20:14+00:00,2019-01-18 00:00:00+00:00,-34.82512393240205,-58.51930618286133,0.0,29.85436908269332,-94.94993322035845,1851.66,25TA,small_airport,Ferris Airport,35.0,US,US-TX,Baytown,,25TA,"-94.96739959716797, 29.836599349975586"
2647,1170276,AAL1243,AA1243,ac741c,N901NN,B738,KDFW,KSAN,2019-01-18 01:45:43+00:00,2019-01-18 04:40:52+00:00,2019-01-18 00:00:00+00:00,32.918197631835945,-97.05080566406248,304.8,32.73627846927966,-117.2009152782207,-76.2,KSAN,large_airport,San Diego International Airport,17.0,US,US-CA,San Diego,SAN,SAN,"-117.190002441, 32.7336006165"
2648,1170312,AAL364,AA364,ac86af,N906NN,B738,KDFW,KSJC,2019-01-18 01:46:36+00:00,2019-01-18 05:23:52+00:00,2019-01-18 00:00:00+00:00,32.915084838867195,-97.05064086914064,304.8,37.35672772940943,-121.9233438243037,-76.2,KSJC,large_airport,Norman Y. Mineta San Jose International Airport,62.0,US,US-CA,San Jose,SJC,SJC,"-121.929001, 37.362598"
2650,1170612,ASA309,AS309,a52e54,N433AS,B739,KSJC,KVUO,2019-01-18 01:53:37+00:00,2019-01-18 03:23:51+00:00,2019-01-18 00:00:00+00:00,37.36734163963188,-121.93164327870252,-304.8,45.6081584348517,-122.6545944213867,190.5,KVUO,small_airport,Pearson Field,25.0,US,US-WA,Vancouver,,VUO,"-122.655998, 45.620499"
2651,1170692,AAL2421,AA2421,a0d561,N153AN,A321,KOPF,KSFO,2019-01-18 01:55:22+00:00,2019-01-18 07:59:50+00:00,2019-01-18 00:00:00+00:00,25.89254088320974,-80.15904940091647,1219.2,37.61965476860435,-122.37175319505768,-99.06,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
2654,1170830,AAL2375,AA2375,ab7394,N837NN,B738,KDFW,KSLC,2019-01-18 01:58:32+00:00,2019-01-18 04:18:08+00:00,2019-01-18 00:00:00+00:00,32.91932186837924,-97.05092449577488,304.8,40.84689331054688,-112.1034545898438,3268.98,KSLC,large_airport,Salt Lake City International Airport,4227.0,US,US-UT,Salt Lake City,SLC,SLC,"-111.97799682617188, 40.78839874267578"
2657,1171095,UAL2323,UA2323,a05dba,N12216,B738,KEWR,KBOS,2019-01-18 02:04:24+00:00,2019-01-18 02:45:44+00:00,2019-01-18 00:00:00+00:00,40.71858215332031,-74.14459228515625,304.8,42.37788391113281,-70.99883339621806,-76.2,KBOS,large_airport,General Edward Lawrence Logan International Airport,20.0,US,US-MA,Boston,BOS,BOS,"-71.00520325, 42.36429977"
2658,1171288,UAL1893,UA1893,a94ae5,N69806,B739,KIAD,KSFO,2019-01-18 02:08:52+00:00,2019-01-18 07:40:27+00:00,2019-01-18 00:00:00+00:00,38.9337272644043,-77.45601654052734,0.0,37.58380954548464,-122.286549443784,297.18,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
2659,1171344,ASA1146,AS1146,ab81b5,N840VA,A320,KSEA,TX05,2019-01-18 02:10:05+00:00,2019-01-18 05:31:59+00:00,2019-01-18 00:00:00+00:00,47.43728896318856,-122.3114248422476,304.8,30.248526880296605,-97.68026733398438,327.66,TX05,small_airport,Bud Dryden Airport,500.0,US,US-TX,Austin,,TX05,"-97.625298, 30.2605"
2661,1171590,AAL1640,AA1640,a9819b,N711UW,A319,KPHL,KBNA,2019-01-18 02:15:10+00:00,2019-01-18 03:54:42+00:00,2019-01-18 00:00:00+00:00,39.87771606445312,-75.21532805069631,0.0,36.22308763407045,-86.62363255277592,746.76,KBNA,large_airport,Nashville International Airport,599.0,US,US-TN,Nashville,BNA,BNA,"-86.6781997680664, 36.1245002746582"
2662,1171612,UAL2048,UA2048,a3cf6d,N34460,B739,KLAX,KLAS,2019-01-18 02:15:50+00:00,2019-01-18 02:58:41+00:00,2019-01-18 00:00:00+00:00,33.935165405273445,-118.42701191804848,0.0,36.07365495067532,-115.1403419007646,594.36,KLAS,large_airport,McCarran International Airport,2181.0,US,US-NV,Las Vegas,LAS,LAS,"-115.1520004, 36.08010101"
2664,1171857,UAL870,UA870,a47fde,N38955,B789,YSSY,KSFO,2019-01-18 02:21:29+00:00,2019-01-18 15:23:23+00:00,2019-01-18 00:00:00+00:00,-33.93225201105668,151.1725044250488,0.0,37.61581420898438,-122.36806017287228,-106.68,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
2666,1171883,AAL2709,AA2709,add793,N991NN,B738,KDFW,KPSP,2019-01-18 02:22:12+00:00,2019-01-18 05:17:15+00:00,2019-01-18 00:00:00+00:00,32.9129442117982,-97.05075633769133,0.0,33.8143351926642,-116.4938735961914,137.16,KPSP,medium_airport,Palm Springs International Airport,477.0,US,US-CA,Palm Springs,PSP,PSP,"-116.50700378417969, 33.8297004699707"
2670,1171979,UAL1613,UA1613,aa7238,N772UA,B772,KDEN,KLAX,2019-01-18 02:24:36+00:00,2019-01-18 04:24:49+00:00,2019-01-18 00:00:00+00:00,39.84049987792969,-104.7455033012058,1828.8,33.954025268554695,-118.383346869021,60.96,KLAX,large_airport,Los Angeles International Airport,125.0,US,US-CA,Los Angeles,LAX,LAX,"-118.407997, 33.942501"
2671,1172012,AAL2776,AA2776,a1057a,N165NN,A321,KLAX,KORD,2019-01-18 02:25:20+00:00,2019-01-18 05:50:40+00:00,2019-01-18 00:00:00+00:00,33.93551066770392,-118.4226608276367,304.8,41.96580505371094,-87.82451976429331,464.82000000000016,KORD,large_airport,Chicago O'Hare International Airport,672.0,US,US-IL,Chicago,ORD,ORD,"-87.9048, 41.9786"
2676,1172431,AAL1155,AA1155,ac0a22,N875NN,B738,KDFW,KRDU,2019-01-18 02:35:25+00:00,2019-01-18 04:32:47+00:00,2019-01-18 00:00:00+00:00,32.90386652542373,-97.02996078802612,0.0,35.89956665039062,-78.77094268798828,121.92,KRDU,large_airport,Raleigh Durham International Airport,435.0,US,US-NC,Raleigh/Durham,RDU,RDU,"-78.7874984741211, 35.877601623535156"
2677,1172531,UAL1789,UA1789,a44520,N37408,B739,KIAH,KSPG,2019-01-18 02:37:51+00:00,2019-01-18 04:00:15+00:00,2019-01-18 00:00:00+00:00,29.9136766336732,-95.26014404296878,914.4,27.80209350585938,-82.62952120798941,937.26,KSPG,small_airport,Albert Whitted Airport,7.0,US,US-FL,St Petersburg,SPG,SPG,"-82.626999, 27.7651"
2678,1172569,AAL2814,AA2814,a0c42c,N149AN,A321,KDFW,KLDJ,2019-01-18 02:38:51+00:00,2019-01-18 05:21:26+00:00,2019-01-18 00:00:00+00:00,32.9095458984375,-97.02990473533166,0.0,40.608820511122886,-74.21788995916194,419.1,KLDJ,small_airport,Linden Airport,23.0,US,US-NJ,Linden,LDJ,LDJ,"-74.2445983887, 40.617401123"
2679,1172590,AAL2798,AA2798,a0f91d,N162AA,A321,KORD,KSFO,2019-01-18 02:39:36+00:00,2019-01-18 07:03:28+00:00,2019-01-18 00:00:00+00:00,41.96861137778072,-87.96248325081757,609.6,37.606899455442274,-122.3414213761039,-15.24,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
2680,1172600,ASA1480,AS1480,a81bd0,N621VA,A320,KLAX,KLAS,2019-01-18 02:39:47+00:00,2019-01-18 03:27:23+00:00,2019-01-18 00:00:00+00:00,33.93783827959481,-118.399829864502,-304.8,36.07365495067532,-115.1319268409242,601.98,KLAS,large_airport,McCarran International Airport,2181.0,US,US-NV,Las Vegas,LAS,LAS,"-115.1520004, 36.08010101"
2681,1172664,AAL1680,AA1680,a70c67,N553UW,A321,KPHL,KORD,2019-01-18 02:41:20+00:00,2019-01-18 04:27:51+00:00,2019-01-18 00:00:00+00:00,39.87701933262711,-75.20782470703125,304.8,41.96586479574947,-87.8111018690952,525.78,KORD,large_airport,Chicago O'Hare International Airport,672.0,US,US-IL,Chicago,ORD,ORD,"-87.9048, 41.9786"
2690,1173056,AAL2222,AA2222,ad036e,N938AN,B738,KDFW,KDCA,2019-01-18 02:50:44+00:00,2019-01-18 05:08:11+00:00,2019-01-18 00:00:00+00:00,32.91350283865201,-97.03001684072063,0.0,38.8021281614142,-77.03277587890625,228.6,KDCA,large_airport,Ronald Reagan Washington National Airport,15.0,US,US-DC,Washington,DCA,DCA,"-77.037697, 38.8521"
2693,1173145,AAL2682,AA2682,a34209,N309PC,B738,KORD,KBOS,2019-01-18 02:53:23+00:00,2019-01-18 04:36:59+00:00,2019-01-18 00:00:00+00:00,42.0059928247484,-87.94268231059228,609.6,42.38157627946239,-70.99703766578847,-45.72,KBOS,large_airport,General Edward Lawrence Logan International Airport,20.0,US,US-MA,Boston,BOS,BOS,"-71.00520325, 42.36429977"
2694,1173165,UAL2031,UA2031,a4943e,N39415,B739,KSFO,KDEN,2019-01-18 02:53:56+00:00,2019-01-18 04:47:14+00:00,2019-01-18 00:00:00+00:00,37.62936401367188,-122.36572265625,0.0,39.89778163069386,-104.6868286132812,1691.64,KDEN,large_airport,Denver International Airport,5431.0,US,US-CO,Denver,DEN,DEN,"-104.672996521, 39.861698150635"
2697,1173346,AAL1294,AA1294,aaf0c6,N804AN,B788,KDFW,KORD,2019-01-18 02:58:31+00:00,2019-01-18 04:35:25+00:00,2019-01-18 00:00:00+00:00,32.91131488347457,-97.0510366011639,304.8,41.96575927734375,-87.82888932661575,449.58,KORD,large_airport,Chicago O'Hare International Airport,672.0,US,US-IL,Chicago,ORD,ORD,"-87.9048, 41.9786"
2698,1173409,AAL2208,AA2208,a40797,N359PX,B738,KORD,KAUS,2019-01-18 03:00:15+00:00,2019-01-18 05:13:26+00:00,2019-01-18 00:00:00+00:00,41.93659973144531,-87.91771628639914,609.6,30.23194885253906,-97.67987419577209,228.6,KAUS,large_airport,Austin Bergstrom International Airport,542.0,US,US-TX,Austin,AUS,AUS,"-97.6698989868164, 30.194499969482422"
2703,1173717,ASA1222,AS1222,a2d745,N282VA,A320,KSFO,KAUS,2019-01-18 03:07:13+00:00,2019-01-18 05:52:54+00:00,2019-01-18 00:00:00+00:00,37.67413330078125,-122.36285919838758,304.8,30.23222351074219,-97.67987419577209,228.6,KAUS,large_airport,Austin Bergstrom International Airport,542.0,US,US-TX,Austin,AUS,AUS,"-97.6698989868164, 30.194499969482422"
2705,1173904,UAL2333,UA2333,a5c2dd,N470UA,A320,KEWR,KRDU,2019-01-18 03:11:50+00:00,2019-01-18 04:17:58+00:00,2019-01-18 00:00:00+00:00,40.70805358886719,-74.15631103515625,304.8,35.899921999139295,-78.77051170836103,129.54,KRDU,large_airport,Raleigh Durham International Airport,435.0,US,US-NC,Raleigh/Durham,RDU,RDU,"-78.7874984741211, 35.877601623535156"
2708,1174353,ASA187,AS187,a29551,N266AK,B739,KSEA,PANC,2019-01-18 03:23:25+00:00,2019-01-18 06:28:16+00:00,2019-01-18 00:00:00+00:00,47.43747517213983,-122.3114952674279,0.0,61.16782495530985,-150.0180053710938,114.3,PANC,large_airport,Ted Stevens Anchorage International Airport,152.0,US,US-AK,Anchorage,ANC,ANC,"-149.99600219726562, 61.174400329589844"
2709,1174453,ASA1917,AS1917,ab97ff,N846VA,A320,KLAS,KSFO,2019-01-18 03:26:02+00:00,2019-01-18 04:41:54+00:00,2019-01-18 00:00:00+00:00,36.07640153270657,-115.1427962932181,609.6,37.60396666445975,-122.3399286684783,30.48,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
2711,1175005,AAL1960,AA1960,a757ae,N572UW,A321,KSFO,KCLT,2019-01-18 03:40:26+00:00,2019-01-18 07:48:50+00:00,2019-01-18 00:00:00+00:00,37.63984680175781,-122.3551453935339,304.8,35.26533508300781,-80.93965530395508,434.34,KCLT,large_airport,Charlotte Douglas International Airport,748.0,US,US-NC,Charlotte,CLT,CLT,"-80.94309997558594, 35.2140007019043"
2714,1175187,AAL2332,AA2332,ab40f0,N824NN,B738,KDFW,KBNA,2019-01-18 03:45:30+00:00,2019-01-18 05:00:39+00:00,2019-01-18 00:00:00+00:00,32.918949450476696,-97.02990473533166,304.8,36.21400994769597,-86.6488777322972,609.6,KBNA,large_airport,Nashville International Airport,599.0,US,US-TN,Nashville,BNA,BNA,"-86.6781997680664, 36.1245002746582"
2715,1175382,AAL2251,AA2251,adea26,N996NN,B738,KDFW,KBWI,2019-01-18 03:50:31+00:00,2019-01-18 06:06:52+00:00,2019-01-18 00:00:00+00:00,32.913711547851555,-97.02993164062497,0.0,39.178968526549255,-76.76507568359375,373.38,KBWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,146.0,US,US-MD,Baltimore,BWI,BWI,"-76.668297, 39.1754"
2716,1175458,AAL2707,AA2707,abe2a3,N865NN,B738,KDFW,KAUS,2019-01-18 03:52:30+00:00,2019-01-18 04:27:48+00:00,2019-01-18 00:00:00+00:00,32.919296264648445,-97.05097045898437,304.8,30.23542785644531,-97.67998190487135,243.84,KAUS,large_airport,Austin Bergstrom International Airport,542.0,US,US-TX,Austin,AUS,AUS,"-97.6698989868164, 30.194499969482422"
2719,1175621,AAL2484,AA2484,ad7b17,N968NN,B738,KLAX,KDFW,2019-01-18 03:56:30+00:00,2019-01-18 06:19:41+00:00,2019-01-18 00:00:00+00:00,33.93551066770392,-118.4246063232422,0.0,32.85873413085938,-97.05097045898437,251.46,KDFW,large_airport,Dallas Fort Worth International Airport,607.0,US,US-TX,Dallas-Fort Worth,DFW,DFW,"-97.038002, 32.896801"
2731,1176476,AAL820,AA820,a178de,N194UW,A321,KPHX,KHHR,2019-01-18 04:20:21+00:00,2019-01-18 05:20:26+00:00,2019-01-18 00:00:00+00:00,33.43116372318591,-112.0303344726562,304.8,33.941665649414055,-118.34069076849492,182.88,KHHR,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,66.0,US,US-CA,Hawthorne,HHR,HHR,"-118.334999, 33.922798"
2736,1176873,WJA1702,WS1702,c0360e,C-FUMF,B738,CYVR,KLAX,2019-01-18 04:31:48+00:00,2019-01-18 06:43:55+00:00,2019-01-18 00:00:00+00:00,49.1861572265625,-123.1734290489784,0.0,33.954410876257946,-118.3792877197266,76.2,KLAX,large_airport,Los Angeles International Airport,125.0,US,US-CA,Los Angeles,LAX,LAX,"-118.407997, 33.942501"
2739,1177131,SKW7375,OO7375,a7cd0c,N601XJ,CRJ2,KMSP,MY66,2019-01-18 04:39:34+00:00,2019-01-18 04:54:08+00:00,2019-01-18 00:00:00+00:00,44.90052795410156,-93.2282148088728,609.6,45.98117065429688,-93.80468601133764,2225.04,MY66,small_airport,North Star Ranch Airport,1330.0,US,US-MN,Onamia,,MY66,"-93.84719848632812, 46.070499420166016"
2747,1177637,AAL634,AA634,acaec8,N916US,A321,KPHX,KRIR,2019-01-18 04:54:30+00:00,2019-01-18 05:45:29+00:00,2019-01-18 00:00:00+00:00,33.43097751423464,-112.0337536870217,304.8,34.05679321289062,-117.42181894730552,1005.84,KRIR,small_airport,Flabob Airport,764.0,US,US-CA,Riverside/Rubidoux/,,RIR,"-117.41100311279297, 33.98970031738281"
2750,1177899,AAL2106,AA2106,a68e7c,N521UW,A321,KPHX,KLAS,2019-01-18 05:03:03+00:00,2019-01-18 05:53:13+00:00,2019-01-18 00:00:00+00:00,33.43097751423464,-112.0287649972098,304.8,36.07365495067532,-115.13490717461772,624.84,KLAS,large_airport,McCarran International Airport,2181.0,US,US-NV,Las Vegas,LAS,LAS,"-115.1520004, 36.08010101"
2753,1177963,ASA1945,AS1945,a86ace,N641VA,A320,KLAX,KSFO,2019-01-18 05:05:30+00:00,2019-01-18 06:08:54+00:00,2019-01-18 00:00:00+00:00,33.946636652542374,-118.4366798400879,0.0,37.615092649298205,-122.3664988642153,-99.06,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
2788,1179170,AAL1471,AA1471,adc8e7,N988AL,A321,KSEA,KMIA,2019-01-18 05:39:00+00:00,2019-01-18 10:42:29+00:00,2019-01-18 00:00:00+00:00,47.44056701660156,-122.3112030029297,0.0,25.803955078125,-80.22186279296875,190.5,KMIA,large_airport,Miami International Airport,8.0,US,US-FL,Miami,MIA,MIA,"-80.29060363769531, 25.79319953918457"
